time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,provider_type,number_providers_2,number_providers_34
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,30-hour entitlement,Childminders,z,65
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,30-hour entitlement,Childminders,z,62
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,30-hour entitlement,Childminders,z,20
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,30-hour entitlement,Childminders,z,35
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,30-hour entitlement,Childminders,z,194
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,30-hour entitlement,Childminders,z,206
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,30-hour entitlement,Childminders,z,204
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,30-hour entitlement,Childminders,z,47
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,30-hour entitlement,Childminders,z,271
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,30-hour entitlement,Childminders,z,10
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,30-hour entitlement,Childminders,z,132
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,30-hour entitlement,Childminders,z,76
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,30-hour entitlement,Childminders,z,58
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",30-hour entitlement,Childminders,z,20
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,30-hour entitlement,Childminders,z,43
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,30-hour entitlement,Childminders,z,53
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,30-hour entitlement,Childminders,z,74
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,30-hour entitlement,Childminders,z,159
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,30-hour entitlement,Childminders,z,20
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,30-hour entitlement,Childminders,z,50
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,30-hour entitlement,Childminders,z,45
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,30-hour entitlement,Childminders,z,94
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,30-hour entitlement,Childminders,z,33
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,30-hour entitlement,Childminders,z,116
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,30-hour entitlement,Childminders,z,48
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,30-hour entitlement,Childminders,z,197
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,30-hour entitlement,Childminders,z,144
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,30-hour entitlement,Childminders,z,357
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,30-hour entitlement,Childminders,z,459
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,30-hour entitlement,Childminders,z,34
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,30-hour entitlement,Childminders,z,200
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,30-hour entitlement,Childminders,z,69
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,30-hour entitlement,Childminders,z,57
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,30-hour entitlement,Childminders,z,110
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,30-hour entitlement,Childminders,z,54
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,30-hour entitlement,Childminders,z,59
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,30-hour entitlement,Childminders,z,30
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,30-hour entitlement,Childminders,z,145
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,30-hour entitlement,Childminders,z,76
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,30-hour entitlement,Childminders,z,432
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,30-hour entitlement,Childminders,z,22
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,30-hour entitlement,Childminders,z,340
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,30-hour entitlement,Childminders,z,74
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,30-hour entitlement,Childminders,z,63
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,30-hour entitlement,Childminders,z,148
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,30-hour entitlement,Childminders,z,51
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,30-hour entitlement,Childminders,z,23
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,30-hour entitlement,Childminders,z,29
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,30-hour entitlement,Childminders,z,67
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,30-hour entitlement,Childminders,z,356
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,30-hour entitlement,Childminders,z,45
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,30-hour entitlement,Childminders,z,192
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,30-hour entitlement,Childminders,z,49
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,30-hour entitlement,Childminders,z,50
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,30-hour entitlement,Childminders,z,47
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",30-hour entitlement,Childminders,z,106
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,Childminders,z,84
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,30-hour entitlement,Childminders,z,121
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,30-hour entitlement,Childminders,z,184
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,30-hour entitlement,Childminders,z,64
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,30-hour entitlement,Childminders,z,177
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,30-hour entitlement,Childminders,z,1
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,30-hour entitlement,Childminders,z,72
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,30-hour entitlement,Childminders,z,41
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,30-hour entitlement,Childminders,z,105
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,30-hour entitlement,Childminders,z,70
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,30-hour entitlement,Childminders,z,104
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,30-hour entitlement,Childminders,z,38
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,30-hour entitlement,Childminders,z,151
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,30-hour entitlement,Childminders,z,6
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,30-hour entitlement,Childminders,z,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,30-hour entitlement,Childminders,z,15
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,30-hour entitlement,Childminders,z,6
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,30-hour entitlement,Childminders,z,21
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,30-hour entitlement,Childminders,z,16
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,30-hour entitlement,Childminders,z,2
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,30-hour entitlement,Childminders,z,15
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,30-hour entitlement,Childminders,z,48
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,30-hour entitlement,Childminders,z,16
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,30-hour entitlement,Childminders,z,29
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,30-hour entitlement,Childminders,z,12
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,30-hour entitlement,Childminders,z,16
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,30-hour entitlement,Childminders,z,5
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,30-hour entitlement,Childminders,z,16
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,30-hour entitlement,Childminders,z,34
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,30-hour entitlement,Childminders,z,113
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,30-hour entitlement,Childminders,z,26
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,30-hour entitlement,Childminders,z,109
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,30-hour entitlement,Childminders,z,61
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,30-hour entitlement,Childminders,z,30
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,30-hour entitlement,Childminders,z,57
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,30-hour entitlement,Childminders,z,76
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,30-hour entitlement,Childminders,z,30
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,30-hour entitlement,Childminders,z,38
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,30-hour entitlement,Childminders,z,69
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,30-hour entitlement,Childminders,z,51
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,30-hour entitlement,Childminders,z,55
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,30-hour entitlement,Childminders,z,46
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,30-hour entitlement,Childminders,z,38
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,30-hour entitlement,Childminders,z,47
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,30-hour entitlement,Childminders,z,75
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,30-hour entitlement,Childminders,z,30
2020,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Independent schools,z,387
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,30-hour entitlement,Independent schools,z,10
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,30-hour entitlement,Independent schools,z,57
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,30-hour entitlement,Independent schools,z,31
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,30-hour entitlement,Independent schools,z,29
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,30-hour entitlement,Independent schools,z,30
2020,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,30-hour entitlement,Independent schools,z,22
2020,Reporting year,Regional,E92000001,England,E12000007,London,,,,30-hour entitlement,Independent schools,z,72
2020,Reporting year,Regional,E92000001,England,E12000008,South East,,,,30-hour entitlement,Independent schools,z,74
2020,Reporting year,Regional,E92000001,England,E12000009,South West,,,,30-hour entitlement,Independent schools,z,62
2020,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,30-hour entitlement,Independent schools,z,28
2020,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,30-hour entitlement,Independent schools,z,44
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,30-hour entitlement,Independent schools,z,4
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,30-hour entitlement,Independent schools,z,3
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,30-hour entitlement,Independent schools,z,5
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,30-hour entitlement,Independent schools,z,3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,30-hour entitlement,Independent schools,z,12
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,30-hour entitlement,Independent schools,z,4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,30-hour entitlement,Independent schools,z,3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,30-hour entitlement,Independent schools,z,3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,30-hour entitlement,Independent schools,z,10
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,30-hour entitlement,Independent schools,z,6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,30-hour entitlement,Independent schools,z,4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,30-hour entitlement,Independent schools,z,5
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,30-hour entitlement,Independent schools,z,5
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,30-hour entitlement,Independent schools,z,4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,30-hour entitlement,Independent schools,z,6
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,30-hour entitlement,Independent schools,z,5
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,30-hour entitlement,Independent schools,z,5
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,30-hour entitlement,Independent schools,z,6
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,30-hour entitlement,Independent schools,z,9
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,30-hour entitlement,Independent schools,z,4
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,30-hour entitlement,Independent schools,z,5
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,30-hour entitlement,Independent schools,z,3
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,30-hour entitlement,Independent schools,z,6
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,30-hour entitlement,Independent schools,z,6
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,30-hour entitlement,Independent schools,z,7
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,30-hour entitlement,Independent schools,z,3
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,30-hour entitlement,Independent schools,z,6
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,30-hour entitlement,Independent schools,z,4
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,30-hour entitlement,Independent schools,z,7
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,30-hour entitlement,Independent schools,z,6
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,30-hour entitlement,Independent schools,z,8
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,30-hour entitlement,Independent schools,z,0
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,30-hour entitlement,Independent schools,z,9
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,30-hour entitlement,Independent schools,z,4
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,30-hour entitlement,Independent schools,z,4
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,30-hour entitlement,Independent schools,z,10
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,30-hour entitlement,Independent schools,z,1
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,30-hour entitlement,Independent schools,z,7
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,30-hour entitlement,Independent schools,z,3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,30-hour entitlement,Independent schools,z,4
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,30-hour entitlement,Independent schools,z,4
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",30-hour entitlement,Independent schools,z,7
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,Independent schools,z,5
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,30-hour entitlement,Independent schools,z,2
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,30-hour entitlement,Independent schools,z,13
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,30-hour entitlement,Independent schools,z,3
