GLA area 2021,,,,,,,,,,,,,,
_Collision Id,Borough Name,Borough Number,Easting,Northing,_Casualty Id,_Casualty Class,Casualty Gender,Casualty Age (5 Year Bands),Casualty Age,_Casualty Count,_Casualty Severity,Pedestrian Location,Pedestrian Movement,Casualty Mode of Travel
1210318019,Lambeth,9,529840,173197,1,Driver/Rider,Male,40-44,40,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318020,Brent,28,523920,185638,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318021,Camden,2,526499,185459,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318022,Lewisham,7,535012,173076,1,Driver/Rider,Male,25-29,27,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318024,Haringey,31,530978,190447,1,Driver/Rider,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318024,Haringey,31,530978,190447,2,Pedestrian,Male,75-79,75,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian
1210318026,Greenwich,6,545890,178499,1,Driver/Rider,Female,20-24,24,1,Slight,Not Applicable,Not Applicable,Car
1210318028,Lewisham,7,539428,174513,1,Driver/Rider,Male,35-39,37,1,Slight,Not Applicable,Not Applicable,Taxi
1210318031,Croydon,20,532658,164308,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Car
1210318032,Lewisham,7,536833,171593,1,Driver/Rider,Male,30-34,34,1,Slight,Not Applicable,Not Applicable,Car
1210318032,Lewisham,7,536833,171593,2,Passenger,Male,05-Sep,7,1,Slight,Not Applicable,Not Applicable,Car
1210318032,Lewisham,7,536833,171593,3,Passenger,Female,0-4,1,1,Slight,Not Applicable,Not Applicable,Car
1210318037,Waltham Forest,13,538278,190145,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318053,Camden,2,525393,184169,1,Driver/Rider,Male,30-34,32,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210318053,Camden,2,525393,184169,2,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210318056,Southwark,8,532284,180402,1,Driver/Rider,Male,50-54,53,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318057,Hillingdon,26,508138,182162,1,Driver/Rider,Female,40-44,40,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210318062,Enfield,32,534021,194187,1,Driver/Rider,Male,20-24,24,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318063,Haringey,31,533526,188793,1,Driver/Rider,Male,20-24,24,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318066,Westminster,1,526538,181635,1,Driver/Rider,Male,40-44,40,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318067,Haringey,31,531350,190156,1,Driver/Rider,Male,Oct-14,14,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318068,Hounslow,25,512348,176632,1,Driver/Rider,Male,50-54,53,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318071,Brent,28,522781,184958,1,Driver/Rider,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Car
1210318071,Brent,28,522781,184958,2,Passenger,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Car
1210318075,Tower Hamlets,5,535004,181757,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318076,Redbridge,14,546404,187550,1,Driver/Rider,Male,15-19,17,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318081,Westminster,1,524700,182452,1,Driver/Rider,Male,15-19,19,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318082,Croydon,20,533407,170637,1,Driver/Rider,Male,30-34,34,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318085,Newham,17,537942,183143,1,Pedestrian,Male,25-29,28,1,Serious,In Road - Not Crossing,In Rd Back To Traffic,Pedestrian
1210318086,Islington,3,530826,186194,1,Driver/Rider,Female,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210318090,Haringey,31,531024,189361,1,Driver/Rider,Male,40-44,42,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318091,Brent,28,522250,184997,1,Passenger,Female,35-39,35,1,Slight,Not Applicable,Not Applicable,Car
1210318092,Barnet,30,526347,192326,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318094,Hounslow,25,511237,171364,1,Driver/Rider,Male,25-29,25,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318096,Bromley,19,546803,165700,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Car
1210318097,Barnet,30,526987,194598,1,Driver/Rider,Male,30-34,32,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210318100,Greenwich,6,540487,174760,1,Driver/Rider,Male,60-64,62,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318103,Ealing,27,514494,185028,1,Passenger,Female,50-54,51,1,Slight,Not Applicable,Not Applicable,Car
1210318103,Ealing,27,514494,185028,2,Passenger,Female,30-34,32,1,Slight,Not Applicable,Not Applicable,Car
1210318104,Enfield,32,532352,193122,1,Driver/Rider,Male,65-69,65,1,Slight,Not Applicable,Not Applicable,Car
1210318108,Westminster,1,529298,178708,1,Driver/Rider,Female,20-24,23,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318109,Lewisham,7,536307,174313,1,Driver/Rider,Male,65-69,65,1,Slight,Not Applicable,Not Applicable,Car
1210318109,Lewisham,7,536307,174313,2,Driver/Rider,Female,65-69,66,1,Slight,Not Applicable,Not Applicable,Car
1210318112,Redbridge,14,539878,191560,1,Driver/Rider,Male,30-34,32,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318113,Brent,28,518884,185286,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318113,Brent,28,518884,185286,2,Driver/Rider,Male,35-39,39,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318114,Camden,2,529253,184089,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318115,Islington,3,531873,183248,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210318118,Tower Hamlets,5,536988,182037,1,Driver/Rider,Male,15-19,19,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318119,Harrow,29,516323,190007,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210318119,Harrow,29,516323,190007,2,Passenger,Female,15-19,18,1,Slight,Not Applicable,Not Applicable,Car
1210318119,Harrow,29,516323,190007,3,Driver/Rider,Male,20-24,24,1,Slight,Not Applicable,Not Applicable,Car
1210318119,Harrow,29,516323,190007,4,Passenger,Female,55-59,56,1,Slight,Not Applicable,Not Applicable,Car
1210318126,Ealing,27,511939,180059,1,Driver/Rider,Female,35-39,36,1,Slight,Not Applicable,Not Applicable,Car
1210318128,Greenwich,6,546625,179285,1,Driver/Rider,Male,15-19,19,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318129,Lambeth,9,530987,175247,1,Driver/Rider,Male,25-29,25,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318135,Croydon,20,532485,163062,1,Pedestrian,Male,70-74,72,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian
1210318136,Croydon,20,532806,168240,1,Driver/Rider,Male,35-39,39,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318137,Kingston-Upon-Thames,23,520032,168621,1,Driver/Rider,Male,20-24,24,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318138,Lambeth,9,530509,177031,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318140,Bexley,18,545993,170909,1,Passenger,Male,35-39,36,1,Slight,Not Applicable,Not Applicable,Car
1210318144,Bromley,19,547018,170113,1,Driver/Rider,Male,45-49,45,1,Slight,Not Applicable,Not Applicable,Car
1210318144,Bromley,19,547018,170113,2,Driver/Rider,Male,40-44,41,1,Slight,Not Applicable,Not Applicable,Car
1210318145,Westminster,1,527147,183304,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318149,Hounslow,25,521777,178606,1,Driver/Rider,Male,45-49,47,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318154,Hammersmith & Fulham,11,523646,180414,1,Driver/Rider,Female,40-44,43,1,Slight,Not Applicable,Not Applicable,Car
1210318155,Islington,3,531037,186112,1,Driver/Rider,Male,45-49,45,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318156,Hackney,4,533653,187471,1,Driver/Rider,Male,45-49,46,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318158,Newham,17,542291,184433,1,Driver/Rider,Female,35-39,36,1,Slight,Not Applicable,Not Applicable,Car
1210318160,Lewisham,7,537913,174494,1,Driver/Rider,Female,45-49,46,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318162,Haringey,31,530352,191509,1,Driver/Rider,Male,35-39,37,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318165,Islington,3,532425,182792,1,Driver/Rider,Male,Unknown,,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318166,Hammersmith & Fulham,11,525492,177111,1,Driver/Rider,Female,20-24,23,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318171,Wandsworth,10,528018,175614,1,Driver/Rider,Male,Unknown,,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318174,Hillingdon,26,507618,180620,1,Driver/Rider,Male,20-24,23,1,Serious,Not Applicable,Not Applicable,Car
1210318175,Havering,15,551390,188703,1,Passenger,Female,80-84,81,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210318176,Haringey,31,533706,190632,1,Driver/Rider,Female,45-49,45,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318178,Kensington & Chelsea,12,526507,178943,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318179,Lambeth,9,530307,172741,1,Pedestrian,Male,45-49,48,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian
1210318180,Lambeth,9,530957,175144,1,Driver/Rider,Male,55-59,56,1,Slight,Not Applicable,Not Applicable,Car
1210318181,Ealing,27,512663,180519,1,Pedestrian,Female,75-79,78,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian
1210318190,Bromley,19,542358,162923,1,Driver/Rider,Unknown,20-24,20,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318197,Bromley,19,536539,169544,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318198,Ealing,27,514530,182638,1,Driver/Rider,Male,45-49,47,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318199,Richmond-Upon-Thames,24,521384,176210,1,Driver/Rider,Male,45-49,48,1,Slight,Not Applicable,Not Applicable,Car
1210318201,Westminster,1,527873,180988,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318205,Westminster,1,530165,179710,1,Passenger,Male,0-4,0,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210318206,Haringey,31,533884,191344,1,Pedestrian,Male,Oct-14,13,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian
1210318208,Haringey,31,528779,189957,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318211,Wandsworth,10,528806,174216,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318211,Wandsworth,10,528806,174216,2,Pedestrian,Male,50-54,51,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian
1210318212,Richmond-Upon-Thames,24,515407,171171,1,Driver/Rider,Male,45-49,48,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318215,Lambeth,9,530759,173227,1,Driver/Rider,Female,Oct-14,10,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318219,Lambeth,9,530889,173914,1,Driver/Rider,Male,40-44,40,1,Slight,Not Applicable,Not Applicable,Taxi
1210318230,Havering,15,558450,188324,1,Driver/Rider,Male,50-54,51,1,Slight,Not Applicable,Not Applicable,Car
1210318231,Croydon,20,529746,159126,1,Driver/Rider,Male,15-19,17,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318232,Westminster,1,527910,180997,1,Pedestrian,Female,40-44,41,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian
1210318235,Harrow,29,517970,190946,1,Driver/Rider,Female,45-49,46,1,Slight,Not Applicable,Not Applicable,Car
1210318236,Tower Hamlets,5,535965,181009,1,Driver/Rider,Female,35-39,35,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318239,Tower Hamlets,5,536510,182541,1,Driver/Rider,Female,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210318241,Croydon,20,529939,167386,1,Driver/Rider,Female,40-44,41,1,Slight,Not Applicable,Not Applicable,Car
1210318242,Islington,3,531871,183810,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318246,Kensington & Chelsea,12,525872,179713,1,Pedestrian,Male,50-54,50,1,Slight,In Centre Of Carriageway,In Rd Not Crossing,Pedestrian
1210318251,Islington,3,530767,186279,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Car
1210318253,Kensington & Chelsea,12,524295,181344,1,Passenger,Male,40-44,44,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210318257,Croydon,20,533072,164718,1,Driver/Rider,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210318257,Croydon,20,533072,164718,2,Passenger,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Car
1210318257,Croydon,20,533072,164718,3,Passenger,Female,15-19,19,1,Slight,Not Applicable,Not Applicable,Car
1210318257,Croydon,20,533072,164718,4,Driver/Rider,Female,45-49,49,1,Slight,Not Applicable,Not Applicable,Car
1210318258,Greenwich,6,543197,179181,1,Driver/Rider,Female,30-34,30,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318262,Islington,3,531897,183839,1,Passenger,Male,50-54,51,1,Slight,Not Applicable,Not Applicable,Car
1210318262,Islington,3,531897,183839,2,Passenger,Male,45-49,48,1,Slight,Not Applicable,Not Applicable,Car
1210318263,Lewisham,7,536049,178041,1,Driver/Rider,Male,60-64,61,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318264,Hammersmith & Fulham,11,524636,177657,1,Driver/Rider,Male,20-24,24,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318265,Kensington & Chelsea,12,525057,178601,1,Pedestrian,Female,40-44,41,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian
1210318266,Hackney,4,534020,185756,1,Driver/Rider,Female,20-24,21,1,Slight,Not Applicable,Not Applicable,Car
1210318272,Bromley,19,546861,167545,1,Driver/Rider,Male,45-49,48,1,Slight,Not Applicable,Not Applicable,Car
1210318273,Newham,17,540081,181738,1,Passenger,Male,20-24,22,1,Slight,Not Applicable,Not Applicable,Car
1210318273,Newham,17,540081,181738,2,Passenger,Male,05-Sep,9,1,Slight,Not Applicable,Not Applicable,Car
1210318274,Kingston-Upon-Thames,23,521554,168195,1,Driver/Rider,Female,70-74,71,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318276,Haringey,31,531905,188146,1,Driver/Rider,Female,40-44,42,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318277,Lambeth,9,530081,174770,1,Driver/Rider,Female,40-44,43,1,Slight,Not Applicable,Not Applicable,Car
1210318278,Hounslow,25,513578,176229,1,Pedestrian,Female,15-19,17,1,Serious,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian
1210318278,Hounslow,25,513578,176229,2,Pedestrian,Female,Oct-14,14,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian
1210318284,Bromley,19,534788,169298,1,Passenger,Male,50-54,52,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210318285,Ealing,27,512614,180224,1,Driver/Rider,Female,25-29,28,1,Slight,Not Applicable,Not Applicable,Car
1210318286,Hackney,4,533744,186249,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318287,Hillingdon,26,508695,177681,1,Pedestrian,Male,05-Sep,6,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian
1210318293,Hackney,4,534975,185792,1,Pedestrian,Male,15-19,18,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian
1210318294,Sutton,21,530831,164222,1,Driver/Rider,Male,20-24,23,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318299,Westminster,1,529945,180397,1,Passenger,Male,35-39,35,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210318301,Ealing,27,518127,181047,1,Driver/Rider,Male,30-34,30,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318303,Tower Hamlets,5,537973,182357,1,Driver/Rider,Male,15-19,19,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318304,Lewisham,7,536024,177967,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318308,Kensington & Chelsea,12,526964,178778,1,Driver/Rider,Male,30-34,33,1,Serious,Not Applicable,Not Applicable,Private Hire
1210318310,Richmond-Upon-Thames,24,520375,175945,1,Driver/Rider,Male,20-24,22,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318315,Enfield,32,533307,196311,1,Driver/Rider,Male,45-49,48,1,Slight,Not Applicable,Not Applicable,Car
1210318317,Hounslow,25,513636,176959,1,Pedestrian,Male,65-69,68,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian
1210318319,Southwark,8,534323,179432,1,Driver/Rider,Male,20-24,23,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318320,Croydon,20,530936,165912,1,Driver/Rider,Female,35-39,38,1,Serious,Not Applicable,Not Applicable,Car
1210318320,Croydon,20,530936,165912,2,Passenger,Male,40-44,43,1,Slight,Not Applicable,Not Applicable,Car
1210318321,Barnet,30,523958,189571,1,Driver/Rider,Male,40-44,41,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318324,Westminster,1,529334,180524,1,Pedestrian,Male,75-79,75,1,Slight,In Centre Of Carriageway,In Rd Facing Traffic,Pedestrian
1210318326,Islington,3,529732,186183,1,Driver/Rider,Male,25-29,28,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318328,Westminster,1,528217,182181,1,Driver/Rider,Male,45-49,49,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318331,Lambeth,9,531184,171824,1,Driver/Rider,Male,35-39,35,1,Slight,Not Applicable,Not Applicable,Car
1210318333,Southwark,8,533183,179437,1,Driver/Rider,Male,40-44,43,1,Fatal,Not Applicable,Not Applicable,Other Vehicle
1210318335,Camden,2,526933,185390,1,Driver/Rider,Female,40-44,40,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318336,Lambeth,9,531386,173362,1,Driver/Rider,Male,15-19,19,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318341,Kensington & Chelsea,12,526174,178689,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318342,Barking & Dagenham,16,547668,183580,1,Driver/Rider,Female,30-34,32,1,Slight,Not Applicable,Not Applicable,Car
1210318347,Southwark,8,534420,177747,1,Pedestrian,Female,55-59,57,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian
1210318354,Southwark,8,533817,178094,1,Driver/Rider,Female,25-29,28,1,Serious,Not Applicable,Not Applicable,Car
1210318354,Southwark,8,533817,178094,2,Passenger,Female,05-Sep,9,1,Slight,Not Applicable,Not Applicable,Car
1210318355,Brent,28,521165,185828,1,Driver/Rider,Male,45-49,46,1,Slight,Not Applicable,Not Applicable,Car
1210318355,Brent,28,521165,185828,2,Passenger,Male,35-39,38,1,Slight,Not Applicable,Not Applicable,Car
1210318355,Brent,28,521165,185828,3,Passenger,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210318355,Brent,28,521165,185828,4,Passenger,Female,65-69,67,1,Slight,Not Applicable,Not Applicable,Car
1210318355,Brent,28,521165,185828,5,Driver/Rider,Male,35-39,36,1,Slight,Not Applicable,Not Applicable,Car
1210318355,Brent,28,521165,185828,6,Driver/Rider,Female,65-69,66,1,Slight,Not Applicable,Not Applicable,Car
1210318355,Brent,28,521165,185828,7,Passenger,Male,75-79,76,1,Slight,Not Applicable,Not Applicable,Car
1210318355,Brent,28,521165,185828,8,Driver/Rider,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210318356,Kingston-Upon-Thames,23,518289,169488,1,Pedestrian,Female,75-79,78,1,Slight,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian
1210318357,Barnet,30,527289,189271,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318359,Kensington & Chelsea,12,523912,181390,1,Driver/Rider,Female,20-24,24,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318361,Bromley,19,536446,169910,1,Pedestrian,Female,40-44,40,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian
1210318362,Barnet,30,526451,191496,1,Passenger,Female,15-19,17,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318362,Barnet,30,526451,191496,2,Driver/Rider,Male,25-29,25,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318364,Croydon,20,532570,165235,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318366,Croydon,20,537544,165490,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Car
1210318367,Hounslow,25,516096,175444,1,Driver/Rider,Male,45-49,49,1,Slight,Not Applicable,Not Applicable,Car
1210318368,Enfield,32,534091,192258,1,Driver/Rider,Male,15-19,19,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318371,Barking & Dagenham,16,550286,185142,1,Driver/Rider,Female,15-19,19,1,Slight,Not Applicable,Not Applicable,Car
1210318372,Islington,3,531000,185871,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318373,Wandsworth,10,527668,171232,1,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318373,Wandsworth,10,527668,171232,2,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318376,Waltham Forest,13,539080,193616,1,Driver/Rider,Female,30-34,31,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318378,Newham,17,542386,182071,1,Driver/Rider,Male,50-54,51,1,Slight,Not Applicable,Not Applicable,Car
1210318378,Newham,17,542386,182071,2,Driver/Rider,Male,20-24,22,1,Slight,Not Applicable,Not Applicable,Car
1210318378,Newham,17,542386,182071,3,Passenger,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Car
1210318378,Newham,17,542386,182071,4,Passenger,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Car
1210318380,Tower Hamlets,5,534247,183139,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318384,Barnet,30,522472,187459,1,Driver/Rider,Male,45-49,49,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318385,Croydon,20,532252,168225,1,Driver/Rider,Male,35-39,35,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318386,Bromley,19,547082,169207,1,Driver/Rider,Male,50-54,50,1,Slight,Not Applicable,Not Applicable,Car
1210318386,Bromley,19,547082,169207,2,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210318389,Bexley,18,549215,176255,1,Pedestrian,Female,80-84,83,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian
1210318391,Haringey,31,533613,188857,1,Driver/Rider,Female,40-44,44,1,Slight,Not Applicable,Not Applicable,Car
1210318393,Hillingdon,26,509602,181660,1,Driver/Rider,Male,45-49,45,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318395,Newham,17,541890,183366,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Car
1210318399,Barnet,30,524821,195722,1,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318405,Merton,22,525869,168915,1,Driver/Rider,Male,40-44,44,1,Slight,Not Applicable,Not Applicable,Car
1210318405,Merton,22,525869,168915,2,Passenger,Female,20-24,21,1,Slight,Not Applicable,Not Applicable,Car
1210318406,Lambeth,9,530521,176471,1,Driver/Rider,Male,40-44,44,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318409,Wandsworth,10,526410,175506,1,Driver/Rider,Male,50-54,53,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318413,Haringey,31,534079,190089,1,Driver/Rider,Male,25-29,25,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318416,Newham,17,541907,183363,1,Pedestrian,Male,Unknown,,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian
1210318420,Barking & Dagenham,16,548656,185821,1,Driver/Rider,Female,45-49,48,1,Slight,Not Applicable,Not Applicable,Car
1210318421,Hammersmith & Fulham,11,522436,179240,1,Passenger,Female,50-54,51,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210318422,Southwark,8,532116,177158,1,Driver/Rider,Male,40-44,42,1,Slight,Not Applicable,Not Applicable,Private Hire
1210318424,Islington,3,531482,186791,1,Driver/Rider,Male,15-19,18,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318425,Kingston-Upon-Thames,23,518691,166553,1,Driver/Rider,Female,25-29,28,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318426,Greenwich,6,540274,178353,1,Driver/Rider,Male,30-34,34,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210318428,Lewisham,7,538006,173719,1,Driver/Rider,Male,20-24,24,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210318429,Bromley,19,540763,168441,1,Driver/Rider,Male,30-34,32,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210318434,Greenwich,6,540905,176122,1,Passenger,Male,65-69,69,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210318434,Greenwich,6,540905,176122,2,Passenger,Female,70-74,70,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210318434,Greenwich,6,540905,176122,3,Passenger,Female,60-64,62,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210318434,Greenwich,6,540905,176122,4,Passenger,Female,65-69,67,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210318434,Greenwich,6,540905,176122,5,Passenger,Male,20-24,24,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210318439,Southwark,8,532268,180167,1,Driver/Rider,Male,15-19,17,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
